,backend,archt,rotations,entangler,sabre,mapomatic,DD,mem,qubits,layers,parameters,depth,cnots,shots,p=50,p=0,p=5,p=25,p=75,p=95,p=100
0,ibmq_ehningen,linear,['ry'],cz,True,False,False,True,5,0,5,5,0,1000,0.9893655931363934,0.97793501312827,0.9808731831667205,0.986741669950054,0.9925087209944964,0.9939715234980788,0.9965673380512352
1,ibmq_ehningen,linear,['ry'],cz,True,False,False,True,5,1,10,24,4,1000,0.9811128900380472,0.9576652557495112,0.9610316194908513,0.9747870793449638,0.9859727072277966,0.9890857933577492,0.9929847244552632
2,ibmq_ehningen,linear,['ry'],cz,True,False,False,True,5,2,15,33,8,1000,0.9713021606201164,0.9273285396533736,0.9423182295156692,0.9649868974960608,0.9763286533797456,0.9843704299304854,0.9862456139545324
3,ibmq_ehningen,linear,['ry'],cz,True,False,False,True,5,3,20,42,12,1000,0.96425068520611,0.9093356074311312,0.9310027430410104,0.9583424803295456,0.9732576669111246,0.9791298640363952,0.9827347322650074
4,ibmq_ehningen,linear,['ry'],cz,True,False,False,True,5,4,25,51,16,1000,0.9513614043820318,0.8964161321520817,0.9259365030039785,0.9385611592403196,0.9581487644127928,0.9702130789783492,0.9742830867187992
5,ibmq_ehningen,linear,['ry'],cz,True,False,False,True,5,5,30,60,20,1000,0.9444865135746072,0.9024794806830212,0.9156215865008236,0.934960567119302,0.9573232605538488,0.9673836062460806,0.9829179763977072
6,ibmq_ehningen,linear,['ry'],cz,True,False,False,True,5,6,35,69,24,1000,0.9338864112511028,0.8799201478487189,0.8902969244939423,0.9167730673264636,0.948989220041633,0.9643277151622328,0.9676854091079348
7,ibmq_ehningen,linear,['ry'],cz,True,False,False,True,5,7,40,78,28,1000,0.92771315978309,0.8171924774678435,0.8433967702222391,0.908973141546335,0.9476030426441666,0.9606277022894176,0.9659002335074296
8,ibmq_ehningen,linear,['ry'],cz,True,False,False,True,5,8,45,87,32,1000,0.915467142951372,0.8309725502195744,0.8690974811348744,0.8937265239975722,0.9281981184958225,0.9439560707725646,0.952091887670828
9,ibmq_ehningen,linear,['ry'],cz,True,False,False,True,5,9,50,96,36,1000,0.9057380315897332,0.8215285271995032,0.8424590408920588,0.8769050764464104,0.9250568397446658,0.943274168989743,0.9597224161339816
10,ibmq_ehningen,linear,['ry'],cz,True,False,False,True,5,10,55,105,40,1000,0.894874222423893,0.8251921423405728,0.837914904449635,0.8767762772494786,0.910590275131474,0.9416331150184648,0.9488069657542496
11,ibmq_ehningen,linear,['ry'],cz,True,False,False,True,5,11,60,114,44,1000,0.8863123150403505,0.7911287183649554,0.822258991003447,0.8544586003980436,0.9047787040704388,0.9288913712442032,0.9401605221225372
