,backend,qubits,layers,parameters,depth,cnots,mem,shots,p=0,p=5,p=25,p=50,p=75,p=95,p=100
0,ibmq_guadalupe,3,0,3,5,0,False,1000,0.9210585923564828,0.9615657104350605,0.9882402827717413,0.9938277946800312,0.9971138105623611,0.998168766811324,0.9994746545691148
1,ibmq_guadalupe,3,1,6,11,2,False,1000,0.9233184696389994,0.9518060391595468,0.9739227820939428,0.989170545887234,0.9929159918561168,0.9976142507725484,0.998918199835646
2,ibmq_guadalupe,3,2,9,17,4,False,1000,0.9405247020596892,0.9495901650258722,0.9793570342526184,0.9871510343956206,0.9931846966788428,0.9971851312435812,0.9992475495801504
3,ibmq_guadalupe,5,0,5,5,0,False,1000,0.928121429777378,0.9338856906070008,0.9601988709561136,0.9787073523926232,0.9854656404020392,0.9900837711441678,0.994051468169156
4,ibmq_guadalupe,5,1,10,13,4,False,1000,0.8864013621778764,0.9280953849141318,0.957758766918806,0.9662804230282932,0.9766771362074452,0.984894755078741,0.9866108666836908
5,ibmq_guadalupe,5,2,15,19,8,False,1000,0.9192784786770404,0.9248889016993794,0.9490072177805636,0.9560640727286114,0.9649764448310992,0.9699091760473542,0.9716858838040484
6,ibmq_guadalupe,7,0,7,5,0,False,1000,0.8970033697184464,0.9324288533813718,0.949400706392062,0.9562417033531044,0.9655229761417709,0.974901940900631,0.9808154161258252
7,ibmq_guadalupe,7,1,14,15,6,False,1000,0.8076554290332894,0.831305045989226,0.8875306818016923,0.904049636389237,0.9242492827342916,0.935696778133784,0.9489060387545976
8,ibmq_guadalupe,7,2,21,21,12,False,1000,0.8247854980240715,0.8346510040549336,0.8716664520753938,0.8921057297146162,0.907808390823318,0.9309430813446956,0.94382250890795
9,ibmq_guadalupe,10,0,10,5,0,False,1000,0.776592507002834,0.7951999913477047,0.8585679993709125,0.8971648159881178,0.909835746716952,0.9215520761685864,0.9396157823799288
10,ibmq_guadalupe,10,1,20,18,9,False,1000,0.3140551618167238,0.4107034586926647,0.550499420851001,0.6504884870523606,0.7259920502326638,0.766367138141502,0.7887434403913801
11,ibmq_guadalupe,10,2,30,24,18,False,1000,0.3083732233876365,0.4313503407671208,0.553284685080606,0.5843188199723102,0.6378721823678657,0.6945580573553474,0.7042889309602949
