,backend,qubits,layers,parameters,depth,cnots,mem,shots,p=0,p=5,p=25,p=50,p=75,p=95,p=100
0,ibm_washington,3,0,3,5,0,False,1000,0.982045340165671,0.9925340999163536,0.9963003572278268,0.9977550956132828,0.9984517824013788,0.99936518376013,0.9995385365218477
1,ibm_washington,3,1,6,11,2,False,1000,0.8600163803240155,0.9099025693925236,0.9425281050031062,0.9632572281444376,0.975438890185228,0.992506353527868,0.9963225781018766
2,ibm_washington,3,2,9,17,4,False,1000,0.9604061568277892,0.976360686813052,0.9847822951193445,0.9904919531001936,0.9947130486980216,0.9978782994721718,0.998892310266972
3,ibm_washington,5,0,5,5,0,False,1000,0.6602671660608823,0.6870986132692816,0.8522829833085713,0.913827011885954,0.9613112172495418,0.985440522369842,0.988265193577126
4,ibm_washington,5,1,10,13,4,False,1000,0.9308181507443468,0.9519459288036118,0.9661876075093092,0.9750623714626157,0.9838655269630124,0.988458931120328,0.9933700339054636
5,ibm_washington,5,2,15,19,8,False,1000,0.8947749747910857,0.8969602426500758,0.9155602456498192,0.9379729535445582,0.9511371705886024,0.9662248762913104,0.984011604289482
6,ibm_washington,7,0,7,5,0,False,1000,0.5394281497320897,0.6159750114346668,0.6960336179648803,0.8012857262804782,0.8731457550834233,0.9413701773186376,0.9644302789136696
7,ibm_washington,7,1,14,15,6,False,1000,0.8733160941235745,0.9064015281358624,0.9298463887607308,0.9418458702778396,0.948042542803588,0.9555196759279296,0.9632549936614384
8,ibm_washington,7,2,21,21,12,False,1000,0.852219160484596,0.8781942617586509,0.8981826702763164,0.9190569466619124,0.9283824149883976,0.9452161141948788,0.9506783875252958
9,ibm_washington,10,0,10,5,0,False,1000,0.5211914743604301,0.538602200835393,0.6668306053592638,0.7298418372000979,0.7637458331144314,0.8188110769855296,0.8526533383715849
10,ibm_washington,10,1,20,18,9,False,1000,0.5688324745538655,0.6007591463636138,0.7079718945819955,0.7466344220909239,0.7822474387001398,0.8006966634500688,0.866928024704308
11,ibm_washington,10,2,30,24,18,False,1000,0.3816255089680959,0.5519684544466926,0.6382941499472049,0.6681683757669848,0.7029122546957712,0.7352284186560616,0.7549549652060049
