,backend,qubits,layers,parameters,depth,cnots,mem,shots,p=0,p=5,p=25,p=50,p=75,p=95,p=100
0,aer_simulator,5,0,5,2,0,False,1000,0.9870335267690564,0.9891906542210916,0.9905077899494708,0.9922261974389368,0.9944118322198692,0.9955313590800988,0.9974236238019372
1,aer_simulator,5,0,5,2,0,False,1000,0.9828225748929372,0.9889243596313492,0.9904480667098108,0.992572121887217,0.9937476339495808,0.995955629861914,0.9974341462085928
2,aer_simulator,5,1,10,7,4,False,1000,0.9852440081684962,0.9883811290623566,0.9902026743890824,0.9913924897536792,0.9932076718130912,0.9946865925528556,0.995683088877644
3,aer_simulator,5,1,10,7,4,False,1000,0.9850999308050516,0.9882879079413204,0.990159133708783,0.991344242851819,0.9931993613510356,0.9948052191965282,0.9976199456475212
4,aer_simulator,5,2,15,10,8,False,1000,0.9853550542494728,0.986769994104886,0.9896332294613128,0.9914140151104812,0.9930691635353042,0.9955018515199516,0.996274575534647
5,aer_simulator,5,2,15,10,8,False,1000,0.9844798650029528,0.987247956321867,0.9900883738692876,0.9914976574335794,0.9934182561732284,0.9947819922027464,0.9953447087914804
6,aer_simulator,5,2,15,10,8,False,1000,0.9861153807068738,0.98849690430601,0.990762075661802,0.992215648386674,0.993481130404209,0.9949943232407922,0.9965037694721528
7,aer_simulator,5,3,20,13,12,False,1000,0.9823559666129668,0.986370504389888,0.9892531013921576,0.991271863133423,0.9927394597849112,0.994353498407774,0.9952534786260018
8,aer_simulator,5,4,25,16,16,False,1000,0.98520074408426,0.9861712198376422,0.9895255726217084,0.9920983698710446,0.993126402082158,0.9945453756456384,0.9962070795504034
9,aer_simulator,5,5,30,19,20,False,1000,0.9833265757443173,0.9869994927808532,0.9896628858951412,0.991583113776698,0.9933209364671304,0.9944334315089992,0.9947519252381956
10,aer_simulator,5,6,35,22,24,False,1000,0.9845778591572498,0.9870831624485652,0.989129087446539,0.9913807810125614,0.9933665297932656,0.9949372107238048,0.9957786406703908
11,aer_simulator,5,7,40,25,28,False,1000,0.9824430425593592,0.9876664688805068,0.9898310182946006,0.991480338319551,0.99292834650376,0.995330913909955,0.9956887190384794
12,aer_simulator,5,8,45,28,32,False,1000,0.986309477500517,0.9878346252546932,0.9899992058421274,0.9913967796523668,0.9926441602389212,0.9948298471882532,0.9961250855977576
13,aer_simulator,5,9,50,31,36,False,1000,0.9855248912405866,0.9863604024611844,0.9899677426877164,0.991377840386241,0.9924337200039964,0.9943195785873936,0.9950018618017028
14,aer_simulator,5,10,55,34,40,False,1000,0.9884405422868164,0.9891775776146328,0.9907530166826252,0.9919254607497106,0.9935804128011018,0.9952532575685402,0.9955690803168648
15,aer_simulator,5,11,60,37,44,False,1000,0.9876847116134824,0.9884590637759416,0.9906257402413052,0.9917626357282192,0.993244846097154,0.994936660480374,0.995863104055897
16,aer_simulator,5,12,65,40,48,False,1000,0.9870610886818764,0.9886508040618436,0.9899737181897956,0.9922407233578454,0.993260063240382,0.9947225113123982,0.9962095278730216
17,aer_simulator,5,13,70,43,52,False,1000,0.9863619825816878,0.987792318459753,0.9896035516676304,0.9918526427100474,0.9935510612516334,0.9948903079040357,0.9954902677649272
