,backend,qubits,layers,parameters,depth,cnots,mem,shots,p=0,p=5,p=25,p=50,p=75,p=95,p=100
0,ibmq_ehningen,5,0,5,5,0,False,1000,0.9834412480434066,0.985864499632018,0.9890641781849072,0.9908627009776106,0.9919861458802413,0.9939120558114548,0.9951748017355102
1,ibmq_ehningen,5,1,10,13,4,False,1000,0.9254241062932704,0.949872299114954,0.9678978552453054,0.9761077113207174,0.9813736341017004,0.9893858346006604,0.9905337903124446
2,ibmq_ehningen,5,2,15,19,8,False,1000,0.9017918746705752,0.9195716310366744,0.9408360884186782,0.9560091086615014,0.9621452871551202,0.9737492616295036,0.9784977217607418
3,ibmq_ehningen,5,2,15,19,8,False,1000,0.9215987827394392,0.9292882358883428,0.9516815277656092,0.9577136403563888,0.9672928663931146,0.9756746642739168,0.9868135424596294
4,ibmq_ehningen,5,3,20,25,12,False,1000,0.8587555173025992,0.8834176896323804,0.9252878504777036,0.9395818433218426,0.9526956511721664,0.9617516698903298,0.9726274772361712
5,ibmq_ehningen,5,4,25,31,16,False,1000,0.8400743076726529,0.8592605528823037,0.8969491204359371,0.9153922727039694,0.9313154998571344,0.951885406107395,0.9707047887400428
6,ibmq_ehningen,5,5,30,37,20,False,1000,0.7623209292657211,0.7975378838463164,0.8439106377199694,0.8806098981831031,0.9035740024197324,0.9207117795815264,0.9274236931822722
7,ibmq_ehningen,5,6,35,43,24,False,1000,0.7324542908987376,0.7654859925012939,0.8228716846196893,0.853593413203036,0.8910924222531507,0.9156846564342872,0.9324069913939962
8,ibmq_ehningen,5,7,40,49,28,False,1000,0.6099362074053145,0.7662758715474279,0.7989776941294384,0.828262093419339,0.8506973389997887,0.8851133132625078,0.8961257135804322
9,ibmq_ehningen,5,8,45,55,32,False,1000,0.6389957406422917,0.7235567073121214,0.7616387586347462,0.805592317305385,0.8274819283818573,0.8633821614593111,0.8868738464478398
10,ibmq_ehningen,5,9,50,61,36,False,1000,0.6590066519000618,0.6834588775877548,0.7607595980049706,0.7974720773790109,0.827206401080831,0.8551130691410425,0.8799404262867235
11,ibmq_ehningen,5,10,55,67,40,False,1000,0.5727680648478906,0.698287148119201,0.745948351239264,0.78196154659819,0.8102338809014702,0.8504873720984107,0.8807615994527833
12,ibmq_ehningen,5,11,60,73,44,False,1000,0.6551009951550235,0.6898332907960267,0.7365121922840492,0.7683697315306108,0.79455385759085,0.8309954857638665,0.847719385659945
13,ibmq_ehningen,5,12,65,79,48,False,1000,0.6481020854141348,0.6528167317507841,0.7190621209435639,0.7583086684654566,0.7885154728878582,0.8514166260384536,0.8756946442462894
14,ibmq_ehningen,5,13,70,85,52,False,1000,0.5859568162043964,0.6481555851994206,0.705432835305588,0.7410598460983209,0.7764968125440698,0.8221359801257395,0.8479258415994316
