,backend,qubits,layers,parameters,depth,cnots,mem,shots,p=0,p=5,p=25,p=50,p=75,p=95,p=100
0,aer_simulator,3,0,3,2,0,False,1000,0.9955599740684627,0.9959040623034848,0.9974474675450368,0.9984310202569688,0.9988950149014776,0.9994248071499144,0.999727773416714
1,aer_simulator,3,1,6,5,2,False,1000,0.9921386507546146,0.9963922195143526,0.9974565784763388,0.9982614358659888,0.998854174229118,0.9992238107843584,0.9996781975182168
2,aer_simulator,3,2,9,8,4,False,1000,0.995995351819504,0.996504121400982,0.9976417372298976,0.9981464376628942,0.9989373865454912,0.9992891721153558,0.9996425177774824
3,aer_simulator,5,0,5,2,0,False,1000,0.9828225748929372,0.9889243596313492,0.9904480667098108,0.992572121887217,0.9937476339495808,0.995955629861914,0.9974341462085928
4,aer_simulator,5,1,10,7,4,False,1000,0.9850999308050516,0.9882879079413204,0.990159133708783,0.991344242851819,0.9931993613510356,0.9948052191965282,0.9976199456475212
5,aer_simulator,5,2,15,10,8,False,1000,0.9844798650029528,0.987247956321867,0.9900883738692876,0.9914976574335794,0.9934182561732284,0.9947819922027464,0.9953447087914804
6,aer_simulator,7,0,7,2,0,False,1000,0.9599162354356496,0.9628636431493858,0.9706121971828348,0.9779869253327532,0.9836112828978216,0.9876217701962964,0.990564720651992
7,aer_simulator,7,1,14,9,6,False,1000,0.954140268477962,0.9578943291263629,0.9628715884006837,0.9676687961305231,0.972289566760746,0.9793511585970724,0.982936355457958
8,aer_simulator,7,2,21,12,12,False,1000,0.9545317572920397,0.9586718160569764,0.96374021836176,0.9672270942405254,0.9692828968756222,0.9745452426753788,0.976766508056967
9,aer_simulator,10,0,10,2,0,False,1000,0.8446143642840777,0.8696478832131234,0.8940787822129082,0.9249411520663512,0.939752178509535,0.961544945867092,0.978535863759082
10,aer_simulator,10,1,20,12,9,False,1000,0.7788016464578353,0.8015200148880882,0.8314301174812045,0.8592514122508926,0.8865560826158602,0.9038959151052146,0.9261425336185162
11,aer_simulator,10,2,30,15,18,False,1000,0.7625968402858958,0.7808257408094491,0.809228985253965,0.8292671603389148,0.8492786971030986,0.8928288702251056,0.9150418414150404
