exp_id,job_id,backend,archt,qubits,layers,parameters,depth,cnots,rhs,innerp,qae,qae_method,max_power,oracle_calls,iae_epsilon_target,iae_alpha,fae_delta,fae_rescale,new_shots,samples,rotations,entangler,mixer,driver,driver_per,initial_qaoa,sabre,mapomatic,DD,squared,relative,mem,mean,std,p=0,p=1,p=5,p=10,p=25,p=50,p=75,p=90,p=95,p=99,p=100
b1fbf93c-03a1-4d06-96c6-bc19b99e5e50,['794b2ee3-9120-40dd-9c22-250aa6967fd1'],aer_simulator,linear,3,0,3,[19],[6],hn,HTest,False,mlae,5,[1000],0.05,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,False,0.024524259112739283,0.017860309264282347,0.0006246107241373866,0.0006850069314520146,0.0037362758539201736,0.007917271373425317,0.011019453607120998,0.021428587182333342,0.03374765419872545,0.043859828370502035,0.05428745382270576,0.0794324964103782,0.08513959891894685
eb0bfe38-beb6-48bf-b934-e5594a3a2bbe,['0973e1a4-324e-4bdd-a8e4-57a8cdc096da'],aer_simulator,linear,3,1,6,[39],[12],hn,HTest,False,mlae,5,[1000],0.05,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,False,0.0207402989787342,0.017263119243568274,0.00018520891249126925,0.0003835252776556219,0.001527991691208455,0.0039217969634247375,0.006736958271067961,0.01701685124639024,0.029526952035740232,0.04451043296883889,0.05402169746057323,0.0693898559096309,0.07118221992434806
8956d343-9bb3-4462-b732-606d8c37a5f1,['8290da5c-43a5-4224-8b9b-d53704d334e0'],aer_simulator,linear,3,2,9,[59],[18],hn,HTest,False,mlae,5,[1000],0.05,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,False,0.02579217100901666,0.01781250919827159,0.004864060916283927,0.005032249550438898,0.005513962964009302,0.00644557824091393,0.013839869536279144,0.02086751606496698,0.032289048443807006,0.05351474449733459,0.05901928799353993,0.07638086988374317,0.08104174900199812
5c842a35-df42-436c-807a-7012f3b89a13,['d0e8a964-50b5-4200-b46d-e04f5636efd4'],aer_simulator,linear,3,3,12,[79],[24],hn,HTest,False,mlae,5,[1000],0.05,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,False,0.020895672017332702,0.01877947656637557,0.00046164704644652277,0.0004998388027160419,0.001862288135433524,0.003405718860348113,0.006663165472424751,0.01620406414832186,0.026976386131577434,0.047475810763306224,0.05685281174387049,0.07608380756391027,0.07951290884802598
a16600e2-5e4d-47d8-9d27-9311e4d1ab7b,['51f69eb4-0fd8-4c47-affa-36c5ef67194c'],aer_simulator,linear,3,4,15,[99],[30],hn,HTest,False,mlae,5,[1000],0.05,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,False,0.02121191100765431,0.017519359958299043,0.00030486337754020987,0.0004369662515285857,0.0029971559393104532,0.0038056390996059953,0.007790316702626844,0.01626598349884957,0.02967794933778136,0.048174853160566654,0.056916399157995554,0.06694472881563454,0.07351817735289123
5f731f91-5c8b-4b52-9afe-bed22980b3c6,['9178cff4-0456-4ee8-9829-328eb14c5b1d'],aer_simulator,linear,3,5,18,[119],[36],hn,HTest,False,mlae,5,[1000],0.05,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,False,0.02175306862355865,0.015727427028223252,0.0007312500031800423,0.0008600805760754725,0.0019552437032998474,0.004372310674564423,0.008964913976216071,0.01936097951547832,0.0321862157738786,0.044037409251569466,0.04944659927732656,0.05643592296849643,0.06000909528491556
5f84f133-af1e-404a-b1bd-9cd953da95b8,['08a9193c-7101-448e-83b1-7a30e7d383f0'],aer_simulator,linear,5,0,5,[29],[10],hn,HTest,False,mlae,5,[1000],0.05,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,False,0.02206894485714815,0.015257776117146005,9.213653972089952e-05,0.0007913344444327196,0.004016761955664678,0.006246285511351969,0.009747265596590404,0.01908021380912483,0.032511981431427084,0.039836029193240724,0.0539693572352461,0.06059080697109289,0.06121044606069584
34a5c38c-9f4a-4e93-819e-22758d89ef9d,['7ec7e7d9-c52d-42b1-8a5d-0f5f6224b097'],aer_simulator,linear,5,1,10,[65],[20],hn,HTest,False,mlae,5,[1000],0.05,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,False,0.026042638193085558,0.019906224892410573,5.685151083792417e-05,0.0012816849597422442,0.0029037872409093503,0.004052615083699612,0.010278359772942499,0.02051604213825352,0.03488354429262386,0.05552357349741619,0.061722317993214884,0.07904386252216995,0.09350229353864942
7f268c25-2dbf-42ec-8962-c8224ba71cae,['473d2f88-4cb1-4566-ab7b-2d0b583c2b15'],aer_simulator,linear,5,2,15,[101],[30],hn,HTest,False,mlae,5,[1000],0.05,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,False,0.0246335668526791,0.018954438550814134,0.0007590994378760124,0.0012074286291193512,0.002265680233078516,0.0033557802842644024,0.009946633428401845,0.020907390714215622,0.03363414514768507,0.04805925750927848,0.06367918792876298,0.078914997631137,0.08302687634235516
4aee2bbc-21f2-453e-9ab4-079a7eafbe88,['a20538e2-ffa8-4e39-98a0-2db163fe2b00'],aer_simulator,linear,5,3,20,[137],[40],hn,HTest,False,mlae,5,[1000],0.05,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,False,0.03469769207484599,0.02455247533623415,0.0003998127657449113,0.0008517310711449516,0.004097126073777905,0.00664901186139761,0.014994706311769964,0.029232653142537653,0.04967398460801215,0.07083456260057287,0.08464791240107226,0.09657871401371687,0.10196812439568378
ece07592-98db-40de-a5ad-11b242265c67,['97a68e6b-35a5-46a1-a6cd-f2cf33a24520'],aer_simulator,linear,5,4,25,[173],[50],hn,HTest,False,mlae,5,[1000],0.05,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,False,0.023354609241177434,0.0190087664025413,0.000518951049487168,0.000544884868435336,0.002389031442141896,0.002895637351155794,0.01041514854261219,0.019215268302899345,0.031912012631749836,0.05126330313544559,0.06210112487501843,0.07664251113625725,0.08312322962571991
9426caef-910c-4965-93fb-4063ec2f85ef,['dae9e386-2912-4217-920b-cbc975e6dc13'],aer_simulator,linear,5,5,30,[209],[60],hn,HTest,False,mlae,5,[1000],0.05,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,False,0.024803008864460872,0.01975840270528813,0.0007715692259042395,0.001192863564677149,0.0016950038544206402,0.002842673066062338,0.011679271247357032,0.022874781592433086,0.031203460475313884,0.0489287155598304,0.06788956367913217,0.08102039835588322,0.08335329061159691
b22b922e-d18b-41f9-8f51-6af99fcd39d8,['0ecd5615-07fb-498c-aab2-66e79e09df65'],aer_simulator,linear,10,0,10,[54],[20],hn,HTest,False,mlae,5,[1000],0.05,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,False,0.02650018041722746,0.019541324057034938,0.00045872483828184084,0.0010019117828738717,0.0034248447706646317,0.009783914716464776,0.015227027558571095,0.021795980495363305,0.03179681341216749,0.04777380501907857,0.06427978116803575,0.09292745739817466,0.09306501064172455
76810ef6-0927-4f23-91fd-4d620d13d5ab,['8a9139bc-1b47-4858-b3ea-fee92c7e3329'],aer_simulator,linear,10,1,20,[130],[40],hn,HTest,False,mlae,5,[1000],0.05,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,False,0.021892155611197152,0.018720963040648277,0.0002805294044980369,0.0004292970363723145,0.0012109578586976483,0.0024803056797180643,0.009801587571421633,0.017155528019289955,0.03084709412145051,0.04234755732214824,0.05908599095924035,0.08158230318186602,0.08897051071859334
bf23602b-0396-481a-ab7c-c9b5603d1223,['15ec1888-4bec-4ced-a764-7c82f06307eb'],aer_simulator,linear,10,2,30,[206],[60],hn,HTest,False,mlae,5,[1000],0.05,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,False,0.022062902866838083,0.014678558239425592,0.0007560246783155089,0.0012590391793302447,0.002025939231025299,0.0037332874759349248,0.010425821364615279,0.0206152027624247,0.032152674779113155,0.042801000068957686,0.0460642909848436,0.05746116590065534,0.06642257211345223
a63cf254-241b-4ef7-b15b-d55c39b3caf5,['a740fec4-de34-4f6a-93ee-16469eff345b'],aer_simulator,linear,10,3,40,[282],[80],hn,HTest,False,mlae,5,[1000],0.05,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,False,0.028440962626889967,0.01855556852986664,0.0021074231041438925,0.002123146531461938,0.003285171690410601,0.007805511112792314,0.014575677408729632,0.026067544646654103,0.0392029788380855,0.04881025543482988,0.06378905485838275,0.07834773425062255,0.08009762938721247
3e71bb72-4977-48bc-a1b6-924c0aa59762,['54568e9b-a3c8-4fa8-851f-9e1139dc2b0c'],aer_simulator,linear,10,4,50,[358],[100],hn,HTest,False,mlae,5,[1000],0.05,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,False,0.02598100644217586,0.019795283721053155,0.0003836954591102835,0.0005756198519198695,0.0009786712163099278,0.003962503977452166,0.009550617652628412,0.021962370270557103,0.04220801180896279,0.05301928201343903,0.062113002937370876,0.06806667677365535,0.07079732838100006
939721ef-e74b-4b8b-8657-69e9fa639704,['3b0237af-0fc5-43d4-8943-7bb4af6e2802'],aer_simulator,linear,10,5,60,[434],[120],hn,HTest,False,mlae,5,[1000],0.05,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,False,0.02315880859076518,0.017006938370379192,0.00029756788134266583,0.00039616020150066804,0.0017835072117282874,0.005083853072700238,0.010051555295153908,0.018665032705828106,0.03331277942886551,0.047559558279067,0.055758472128718824,0.06659851772375579,0.06866475250108148
226445a5-68be-4413-80ec-baaef48934d5,['62b5877d4368ccd884cf0382'],ibmq_ehningen,linear,3,0,3,[34],[9],hn,HTest,False,mlae,5,[1000],0.05,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,False,0.05982899877048951,0.04570431383880062,0.0025427726915250304,0.0026109729644236135,0.006283136381007266,0.007850761580717952,0.029199352057922658,0.04527772648455568,0.08403681447432727,0.12367700315016258,0.15513898889154826,0.18181768123710496,0.19587472522893268
c2a35545-e3ed-49b2-9b90-dff723bdce8c,['62b58783f5e8ea4241a2e201'],ibmq_ehningen,linear,3,1,6,[139],[50],hn,HTest,False,mlae,5,[1000],0.05,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,False,0.29036565048094176,0.23798679563151245,0.0033764519756087005,0.009762909487543832,0.02949789592680447,0.04730104049369111,0.10165699078407502,0.2047433380580163,0.47837896748237957,0.6629090409378343,0.6981682012037953,0.8854910709391642,0.8878279058256822
8fcdb504-ef38-423b-8412-a9067265825c,['62b58789237e87a82d132641'],ibmq_ehningen,linear,3,2,9,[233],[86],hn,HTest,False,mlae,5,[1000],0.05,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,False,0.24639068730853098,0.2049536838661354,0.0016408226576383467,0.005609841771337136,0.012717608514558134,0.02879192067810607,0.07748690600217016,0.2028954029316523,0.3650593462193061,0.472746719652824,0.6549008789239105,0.8480552170562465,0.8970889355486978
482f53c8-4406-4826-9a0e-22e942b0882a,['62b587904368cc5b2bcf0383'],ibmq_ehningen,linear,3,3,12,[323],[118],hn,HTest,False,mlae,5,[1000],0.05,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,False,0.26492968288380675,0.16935135506763754,0.007821255607560272,0.00959538539556158,0.01985685040422012,0.038200484456685675,0.10829369248987956,0.2343810782396935,0.39476200727992805,0.4839908141588406,0.5496093790100351,0.5964224732080105,0.6071546417146894
0793ada1-5e72-4a6e-a8c9-d5b4cf9e391a,['62b587984368cc33c4cf0384'],ibmq_ehningen,linear,3,4,15,[413],[150],hn,HTest,False,mlae,5,[1000],0.05,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,False,0.23279587261163948,0.19938209296176954,0.0028382101936356985,0.005507989054901843,0.008674943330430458,0.021575393160765698,0.06998193029656694,0.18372154078432043,0.33082558014740293,0.5370897566048667,0.585501122024922,0.7641597263962423,0.7896951366224598
bb86e54e-9912-4568-bc43-043cf3205cdd,['62b587a170abc2784cb1d9a3'],ibmq_ehningen,linear,3,5,18,[503],[182],hn,HTest,False,mlae,5,[1000],0.05,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,False,0.2628223324807155,0.2011822544394449,0.010838272072699225,0.013591636364367563,0.02046284072802759,0.028274244658068756,0.09580430745032192,0.22446971675012214,0.4047504198216224,0.5059584989417681,0.6224594595195097,0.7602580049573093,0.8248386749208598
04f0103b-0107-4d38-8416-5dbc86c9cc96,['62b587a6f5e8ea73eca2e203'],ibmq_ehningen,linear,5,0,5,[71],[33],hn,HTest,False,mlae,5,[1000],0.05,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,False,0.0757003200728178,0.10113239666592001,0.0005301743744992107,0.0015324948243261418,0.008253040226732712,0.011373904373634176,0.017682180037393688,0.03336110104981359,0.07920499324471332,0.18959828928609349,0.3004358669365665,0.44430154134522504,0.49251952526983866
7bbb8bf4-9ae5-40d2-908e-fe56fa2e9b62,['62b587ac70abc2498cb1d9a4'],ibmq_ehningen,linear,5,1,10,[240],[89],hn,HTest,False,mlae,5,[1000],0.05,0.05,0.01,True,[1000],50,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,False,0.12070759491832173,0.13050275305503792,0.00013894930809861365,0.00022524621054201467,0.0030076432074741606,0.00907155060054951,0.02770175010946487,0.08095218432264317,0.15399018002008483,0.321462351643716,0.3996080680050626,0.5168842996250675,0.5610078795408902
