eval,fidelities_cost
0,0.0056297404231466
1,0.0131473736374763
2,2.0812243558985968e-05
3,0.0042005048749582
4,1.5394749797653858e-06
5,0.0022449849635372
6,0.0011265111042555
7,0.0007758829022414
8,0.0005601844383143
9,0.000501854251969
10,0.0004086733779595
11,0.0001681904337727
12,2.4760623092657623e-05
13,2.298137898837163e-08
14,7.608064095667329e-05
15,0.0002639892211541
16,0.0003882515867139
17,0.0004161764317848
18,0.0004903367199584
19,0.0006351996925474
20,0.0009421915636861
21,0.0028228220303045
22,0.0083328228027752
23,0.0527179589567006
24,0.002971548439203
25,0.0535436484935455
26,0.0822531882768954
27,0.0914523027813369
28,0.1024038889608835
29,0.1102423859787629
30,0.0961472097858491
31,0.1041984998714536
32,0.1093330246399258
33,0.1053093420130923
34,0.0984352551791973
35,0.0897698294786431
36,0.0820365001052479
37,0.0736119609014618
38,0.0489562499237321
39,0.0164284732486299
40,0.0142939339935504
41,0.0097721889476424
42,0.0035219030719523
43,0.0011707214177808
44,5.884469389554356e-05
45,2.248769779435349e-05
46,3.3290017888828365e-06
47,1.7977275640765618e-05
48,2.1495690280948927e-05
49,1.5091602494199618e-05
50,1.6525839829037443e-06
51,7.774846732421521e-07
52,8.490771807268265e-06
53,7.96608824118368e-06
