eval,fidelities_cost
0,0.0023503468190869
1,0.0023503468190869
2,0.0016367876464926
3,6.954336059250817e-05
4,0.0016367876464926
5,0.0009186791523911
6,0.002012356543009
7,0.0021876263109926
8,0.0022686272534454
9,0.0021267802836634
10,0.0021137647189146
11,0.0021509532209616
12,0.0021361470119247
13,0.0021218442353648
14,0.0021303773896714
15,0.0021267802836634
16,0.0250807568067158
17,0.0622358972849943
18,0.0250807568067158
19,0.044006047118413
20,0.0537529427812185
21,0.0407900329204773
22,0.0478382530224077
23,0.0455027332216286
24,0.0427936793812444
25,0.0445821677738973
26,0.0435415582203103
27,0.044006047118413
28,0.0379547374579884
29,0.0057602093590314
30,0.0379547374579884
31,0.0259130770036343
32,0.0427010602592423
33,0.0412295020336513
34,0.0427549329971991
35,0.0421874642142312
36,0.0425121032505382
37,0.0423908452401709
38,0.0425705300255717
39,0.0424528491534455
40,0.0425121032505382
41,0.0181420800287427
42,0.0015860710377304
43,0.0181420800287427
44,0.0052565630661513
45,0.0009134306076533
46,0.0073535593513368
47,0.0032015333692061
48,0.0044172229319835
49,0.0060216481797543
50,0.0050061398399105
51,0.0055123931958419
52,0.0052565630661513
53,0.0731667046058103
54,0.0687423261643845
55,0.1649997078719866
56,0.0687423261643845
57,0.158423910365284
58,0.188730444855369
59,0.1422498934915309
60,0.1735995094426296
61,0.1565092333080749
62,0.1602956117262177
63,0.1657465772989212
64,0.1621411012404541
65,0.1602956117262177
66,0.0571265055358721
67,0.1988313190206591
68,0.1827050795317051
69,0.1988313190206591
70,0.2150202793604788
71,0.2096471281619498
72,0.2082412291052326
73,0.2135268878970396
74,0.2113905120420936
75,0.2103507538089154
76,0.2091282560382344
77,0.2096471281619498
78,0.1447646464555086
79,0.1212705045941886
80,0.2096471281619498
81,0.2022500238859033
82,0.194567009067149
83,0.2040795782598512
84,0.2038923041692859
85,0.2071908387934201
86,0.2053620589018649
87,0.2045830434964297
88,0.2042738618494533
89,0.204152488199477
90,0.204152488199477
91,0.1771303364043706
92,0.0275527859871657
93,0.1771303364043706
94,0.1215281120951065
95,0.0822894835128707
96,0.1384817160388287
97,0.1198793316835182
98,0.1280926749171458
99,0.1240461003342023
100,0.1215281120951065
101,0.0674879465489175
102,7.611292869536833e-06
103,0.0674879465489175
104,0.0292273485515358
105,0.0115252545103398
106,0.0358815504721531
107,0.0259313980503779
108,0.0317147253533481
109,0.0326006364074517
110,0.0338418006841192
111,0.0326006364074517
112,0.0208001407780791
113,0.0003260361686325
114,0.0291545688238935
115,0.0009361790314185
116,0.0291545688238935
117,0.027487267925359
118,0.0140864231309771
119,0.0297331919738198
120,0.0225679657248752
121,0.0268996580835876
122,0.0283385234194857
123,0.0291545688238935
124,0.0421258331042721
125,0.001171902256438
126,0.0291545688238935
127,0.0162602681321195
128,0.0359398737647514
129,0.0264892188367686
130,0.0283610041090205
131,0.0319391539085172
132,0.0302413097553873
133,0.0308992119830666
134,0.0298293236071016
135,0.0304939070013963
136,0.0300844155808176
137,0.0303379792891115
138,0.030181451078182
139,0.030278261149258
140,0.0302184559758341
141,0.0302554278469204
142,0.0302305749153418
143,0.0302305749153418
144,0.0045672045763301
145,0.0616551803548276
146,0.0302305749153418
147,0.0482046622314421
148,0.0187831754190792
149,0.0351389853040816
150,0.0257552338311158
151,0.023037292325295
152,0.0271047276473391
153,0.0247109923131852
154,0.0262696655759501
155,0.0253555905848418
156,0.0259515662055725
157,0.0256024761965875
158,0.0258302016130594
159,0.0256968702633111
160,0.0257552338311158
161,0.028847299485046
162,0.0044873220009146
163,0.0182715387402514
164,0.0044873220009146
165,0.0002858918047406
166,0.0125063166465294
167,0.0060394317163136
168,0.0043175360290194
169,0.0012221683489405
170,0.0029353269348992
171,0.0036720228049731
172,0.0040657856599565
173,0.0043175360290194
174,7.456393901309254e-05
175,0.0142451816864743
176,0.0028240811071875
177,0.0142451816864743
178,0.0134067395735201
179,0.0113834558743793
180,0.0142887733616483
181,0.0131137101461157
182,0.0125112491801365
183,0.0127531683268173
184,0.0121011890882203
185,0.0123578493122678
186,0.012261026149246
187,0.0124212736918602
188,0.0123578493122678
