eval,fidelities_cost
0,0.0104746516406906
1,0.0104746516406906
2,0.0292242351075046
3,0.0360823168753318
4,0.0388456793505804
5,0.0388456793505804
6,0.0366727374111537
7,0.034329358893207
8,0.038020957294576
9,0.0358611793367698
10,0.0372477437726861
11,0.0375663736200981
12,0.0370366942180086
13,0.0373799509730374
14,0.0372477437726861
15,0.0457827299308334
16,0.0195448598182319
17,0.0457827299308334
18,0.0402089962816198
19,0.0450059056737354
20,0.0458201166924245
21,0.045857774900919
22,0.0459005458152219
23,0.0458873522451604
24,0.045871002832699
25,0.0458447624571621
26,0.045857774900919
27,0.0166715153274371
28,0.0559651615737332
29,4.448854106862908e-05
30,0.0559651615737332
31,0.0302450717379232
32,0.0608808046027107
33,0.0450632067501281
34,0.0444960014365667
35,0.048921481355749
36,0.0519146089837333
37,0.0484434814208311
38,0.0493923894866614
39,0.048921481355749
40,0.032515919295365
41,0.0008685251066843
42,0.032515919295365
43,0.0173864981454936
44,0.0090844477640122
45,0.0170036918392878
46,0.023141912082586
47,0.0267677482063649
48,0.0217989318909469
49,0.0245267029941784
50,0.0253833640724072
51,0.0259125723540807
52,0.0250561647284518
53,0.0253833640724072
54,0.0007175174252625
55,0.0787174907957285
56,0.0253833640724072
57,0.049941571056457
58,0.0639326947389391
59,0.0389138303693697
60,0.0478238113833781
61,0.0501846707837843
62,0.0491355233076984
63,0.0496341357987058
64,0.049941571056457
65,0.029073963635911
66,0.0372088777140667
67,0.049941571056457
68,0.052502840129138
69,0.0491626771527364
70,0.0527107154115517
71,0.0526480080364194
72,0.0527934541867258
73,0.0527669694662853
74,0.0527865075288286
75,0.0527571136119932
76,0.0527718448879786
77,0.0527669694662853
78,0.0406548427999158
79,0.025118309669832
80,0.0527669694662853
81,0.047875309055477
82,0.0406222455564611
83,0.0465229419637961
84,0.0466420247900792
85,0.0444538514659351
86,0.0430559936203411
87,0.0452733831687769
88,0.0439301291556767
89,0.0447710126295598
90,0.0442553310034303
91,0.0446100332490404
92,0.0444538514659351
93,0.0275615857497188
94,0.0303532589811309
95,0.0444538514659351
96,0.0453328069303471
97,0.0416338034000684
98,0.0394448211484962
99,0.0434020694505315
100,0.0408429872797785
101,0.0423581589874298
102,0.0413385764519906
103,0.0419174328292058
104,0.0414976372340242
105,0.0417681075346229
106,0.0416338034000684
107,0.0352634557447338
108,0.0162998462609726
109,0.0416338034000684
110,0.0356631316663945
111,0.0290172832869642
112,0.0379297640821934
113,0.0387610105970937
114,0.0378735825711006
115,0.0382574937186745
116,0.0380564163834159
117,0.0379855982244987
118,0.0379297640821934
119,0.0410284023317761
120,0.0075110771341976
121,0.0379297640821934
122,0.0273768706934552
123,0.041510965836834
124,0.0370867408752979
125,0.039621381650123
126,0.038620217126982
127,0.0378813433085362
128,0.0376049020844058
129,0.037409771446421
130,0.0377437451214433
131,0.0375307794524804
132,0.0376581518822286
133,0.0375766498732136
134,0.0376252732047812
