eval,fidelities_cost
0,0.2163607720763427
1,0.6182921009894526
2,0.3842796789387543
3,0.610127040820154
4,0.4128995074293355
5,0.6204438173872605
6,0.6128745252451524
7,0.6652508951006654
8,0.7988970214486041
9,0.2385604512366158
10,0.8156297199013226
11,0.8079591406372194
12,0.8438806552282561
13,0.9043708755431076
14,0.7839223600513802
15,0.9145579060345655
16,0.9385804031415582
17,0.8794794310192496
18,0.9432031926116916
19,0.7981579646367528
20,0.9307688235368572
21,0.9208060964437472
22,0.9332886855935768
23,0.925149193676607
24,0.931604055552658
25,0.9331833012226202
26,0.9332881090953692
27,0.93328868557194
28,0.9311918849475136
29,0.9332618534643712
30,0.9332886134904672
31,0.9332886855711487
32,0.93328868557194
