eval,fidelities_cost
0,0.0143998632058514
1,0.3897464187186634
2,0.0041627992187911
3,0.5519963458808899
4,0.5637927482907336
5,0.5876444002486124
6,0.5853391670720024
7,0.0453842825917291
8,0.5908858634158096
9,0.5883728283464034
10,0.6396403030473435
11,0.8167446676153444
12,0.7092773545089156
13,0.9397765899605022
14,0.6171732127292353
15,0.9623676462759148
16,0.9888843248973616
17,0.9797893090549904
18,0.9939208775172056
19,0.9932540147586818
20,0.9972792250803796
21,0.997694089901912
22,0.9983865731582516
23,0.998962201930744
24,0.9995171609848388
25,0.9999123079828238
26,0.9999900304549264
27,0.9999999742299552
28,0.9999999994904054
29,0.999999999982184
30,0.9999999999876245
31,0.99999999999999
