eval,fidelities_cost
0,0.0779610110052457
1,0.2875195876813916
2,0.3641649254508674
3,0.5099080793297178
4,0.7072377284160827
5,0.6854992379727376
6,0.7936224342724802
7,0.8136017510948583
8,0.7814412364398672
9,0.6478769663706951
10,0.7423381770336163
11,0.6743674468851681
12,0.7556765491389132
13,0.8455896840401269
14,0.7272480003546715
15,0.862148904499885
16,0.6752187749490838
17,0.9087698054695104
18,0.7758132814728365
19,0.9029710074208724
20,0.829336311076576
21,0.9132231629993393
22,0.9164337629031284
23,0.8932115542185035
24,0.9189065367059795
25,0.9148060860779382
26,0.9216676935642012
27,0.92242797124957
28,0.9221357047461676
29,0.8983338059505547
30,0.90893531715562
31,0.9272592432667986
32,0.9354416808001648
33,0.9335754169985744
34,0.9452002315260264
35,0.9387797760812612
36,0.9382321761792096
37,0.925689633823524
38,0.9303482215702154
39,0.8457244843168462
40,0.9331385097272428
41,0.9095723759296928
42,0.9364503588372616
43,0.954689720142716
44,0.9444132703758232
45,0.961653014502854
46,0.9676204303750569
47,0.9752656233791822
48,0.9850030958544852
49,0.9845757114306606
50,0.9846450983894502
51,0.9848349152837702
52,0.9874202795687572
53,0.985153073575359
54,0.9890712054871794
55,0.9852655662718792
56,0.9902539367739452
57,0.989030681578974
58,0.9672791348498114
59,0.9865899569457508
60,0.9819687763815576
61,0.979141995238778
62,0.9834953468438176
63,0.9881348240183369
64,0.9897644890147624
