eval,fidelities_cost
0,0.0525334679266508
1,0.386893730818867
2,0.2676080559845002
3,0.4073025776837936
4,0.5460966587524255
5,0.0436046323171682
6,0.704001079447941
7,0.267614171104033
8,0.7262094833520674
9,0.7808372471662244
10,0.6024764845758026
11,0.7912786877986637
12,0.6904626407339659
13,0.8039444956971696
14,0.6459837196001048
15,0.816997089512171
16,0.8346655676020079
17,0.836341034508561
18,0.8963172283314674
19,0.8390926316839386
20,0.9005538162076253
21,0.9327064850430044
22,0.9396484775378736
23,0.9285388494619804
24,0.954757051807224
25,0.9699108802548592
26,0.9928493874325208
27,0.9974876519010402
28,0.9988608316311852
29,0.999376712920911
30,0.9998859867521338
31,0.9998043532146802
32,0.999876165915825
33,0.999847193848673
34,0.9998891283374804
35,0.9998934038285584
36,0.999896118289374
37,0.9999000647276094
38,0.9999242765009662
39,0.9999660591806524
40,0.9999962858678684
41,0.9999880330580878
42,0.9999991635510762
43,0.9999999444267732
44,0.9999999862050352
45,0.999999999769218
46,0.9999999992123008
47,0.999999999971747
48,0.9999999999998423
