eval,fidelities_cost
0,0.0023503468190869
1,0.0009734874155946
2,0.0013958327269826
3,0.0084489628433336
4,0.0057173312749535
5,0.0121714441917936
6,0.0075839076572454
7,0.0002057339521666
8,0.0339470143595091
9,0.3044740987251327
10,0.0878630679647646
11,0.2382302697912793
12,0.1581347947476758
13,0.2737743379393064
14,0.1337376981152453
15,0.2138975139404695
16,0.1877260900637833
17,0.3390382877675724
18,0.0984931319404651
19,0.4294568566160569
20,0.1615115989369063
21,0.2755104789888664
22,0.004125543235758
23,0.7542247388463755
24,0.4230649083267047
25,0.3083203926711971
26,0.1402855748876106
27,0.6957145061765024
28,0.3499584415194758
29,0.4730058274801031
30,0.5045291264367527
31,0.3247309564086939
32,0.3199278170359939
33,0.5152741596852682
34,0.3914142941676979
35,0.4419268387090936
36,0.4415247684734565
37,0.3908517454674762
38,0.8314014170844016
39,0.41498158031142
40,0.4164204593280979
41,0.4122381292470337
42,0.4191750762759549
43,0.4041554338133764
44,0.4273203647436401
45,0.331443022727319
46,0.5094161102267919
47,0.4525070935583413
48,0.3818344234437495
49,0.4045637828591919
50,0.4282898795775815
51,0.4723183700680056
52,0.3640527099211998
53,0.3366334770995464
54,0.5082649684295767
55,0.4321832004947506
56,0.407102780655197
57,0.8392794102553005
58,0.3809191921567697
59,0.4602341039448541
60,0.1819452753776755
61,0.7577075692650281
62,0.4064128166773481
63,0.5360013875388625
64,0.4799959312506108
65,0.4591089336933516
66,0.4495939030538816
67,0.4897492315349374
68,0.4887530642253102
69,0.4509277098470775
70,0.5449029747498472
71,0.3985503174837099
72,0.5548140089969859
73,0.3836368451218967
74,0.5480970279218922
75,0.3902965313460385
76,0.933280122199012
77,0.5378554038458986
78,0.4004800065094896
79,0.4469889912217425
80,0.4881576147098433
81,0.5403686731795524
82,0.3983131137124644
83,0.4435921622423535
84,0.4922735060162203
85,0.4004155396182154
86,0.5376881873953724
87,0.5237942258987155
88,0.4120425752971289
89,0.4184713871583732
90,0.5163016336680157
91,0.4941347974002573
92,0.4392888156034504
93,0.5024911860742444
94,0.4316182965178325
95,0.9316548340181526
96,0.4351503375270655
97,0.497549312648875
98,0.4823845354148324
99,0.4498626993584962
100,0.5430538112234975
101,0.3946062599597825
102,0.4613598343965164
103,0.4709601356253878
104,0.4310423521071818
105,0.5024722203071449
106,0.4039381494887286
107,0.5338365121852345
108,0.4953269505144821
109,0.4393208637571912
110,0.4553894504283692
111,0.4782721248241615
112,0.4813464107516045
113,0.4524908185637237
114,0.933796794168724
115,0.4146542086860655
116,0.5222414998538313
117,0.4731624074906466
118,0.4614816939873297
119,0.4504745125158221
120,0.4844584671975264
121,0.353210126049249
122,0.5975714549105454
123,0.4262743037053768
124,0.5129790063759296
125,0.4737810646712184
126,0.463840803028353
127,0.4715228994797427
128,0.4660529375421544
129,0.5353182923520624
130,0.4065596268610368
131,0.5880138683246109
132,0.3625833634882182
133,0.9452547765625714
134,0.5331079686321604
135,0.4157871429192519
136,0.5265826564805421
137,0.421998233887715
138,0.5077954458675361
139,0.4397235374842939
140,0.4188418817561297
141,0.5310026423980897
142,0.5128836678069038
143,0.4348773868657587
144,0.4082365884546282
145,0.5431612201814566
146,0.4149142631312278
147,0.5332129808444371
148,0.515656656986593
149,0.4308076941521203
150,0.4368952063274892
151,0.5105808533217062
152,0.9462185812520476
153,0.4850190697622107
154,0.4613475587916791
155,0.5476764036415132
156,0.4039818049204863
157,0.4348144052636529
158,0.5122791905720162
159,0.4952993101130057
160,0.4507964083890853
161,0.5565340049799903
162,0.3956559121580263
163,0.4753707835672027
164,0.4700789657417181
165,0.4350868252308562
166,0.5115248951466687
167,0.4290478276723256
168,0.5191752059988791
169,0.5054671699030377
170,0.4419289312389205
171,0.9461743550570164
172,0.4350824051849937
173,0.5126830575839795
174,0.4781808853454434
175,0.4684760845075
176,0.4483413817831677
177,0.4989930360230032
178,0.5065691612647645
179,0.4413787909984916
180,0.4921841627904316
181,0.4553753343180399
182,0.4265242859876413
183,0.523289124532804
184,0.4284440766356214
185,0.4902712507987575
186,0.4615856333068409
187,0.4562512499817426
188,0.4906998101259024
189,0.4281798489290718
190,0.917656246198498
191,0.5591098132919176
192,0.3684497244762182
193,0.6272262059453185
194,0.3174328490054301
195,0.5139674795394034
196,0.4306264748822593
197,0.5094829998806565
198,0.4349309181365537
199,0.4835340176732944
200,0.4596834355303227
201,0.3905317681971121
202,0.5601845878858929
203,0.5032513051922376
204,0.4412773897782017
205,0.415158343251843
206,0.5322049014632065
207,0.4135441454867747
208,0.5322187217038858
209,0.9429859580920162
210,0.421213348240491
211,0.5246067438500037
212,0.4458225468097686
213,0.5004633078222706
214,0.4840073627780833
215,0.4616799279815718
216,0.528720642841633
217,0.4199583797616848
218,0.4313264106903363
219,0.5158178460955194
220,0.5034128441065888
221,0.4430591412190106
222,0.5208982496327249
223,0.4268321426258937
224,0.4706634410042856
225,0.474322310526946
226,0.4262325732410384
227,0.5209245142921939
228,0.9460802347795187
229,0.4437621540619195
230,0.5032533072386138
231,0.5098156630260662
232,0.4377628090036179
233,0.3997159521198664
234,0.5526794603709553
235,0.4859424139451412
236,0.4621425234665507
237,0.4706530629979409
238,0.4773375297351741
239,0.541397322484798
240,0.4110705103035705
241,0.5247842036286847
242,0.4272054584421556
243,0.5045971800819052
244,0.4463288074728392
245,0.4372108332163437
246,0.4842391142492501
247,0.9209512638773896
248,0.461567989409296
249,0.4593845685991244
250,0.5071040267156638
251,0.4160822776066043
252,0.5615665518044745
253,0.369405761491796
254,0.6212046638882264
255,0.3242733934882252
256,0.5039030865043699
257,0.4422369036780254
258,0.4980172472644834
259,0.4479182496540715
260,0.4628526445806888
261,0.4825671082713035
262,0.387206447395381
263,0.5666568561232982
264,0.4997681421875419
265,0.4454397274956688
266,0.9445778172617414
267,0.4405221720989661
268,0.5051614942225999
269,0.4494125082387173
270,0.4943941015327294
271,0.4735027275131508
272,0.469956642876338
273,0.4491232924388335
274,0.4948558235127701
275,0.4818577935163958
276,0.4617330801609625
277,0.4981656404073867
278,0.4460073960089989
279,0.4387287387514484
280,0.5056971964083177
281,0.5069347460810553
282,0.4376886220211443
283,0.4826260170805281
284,0.4607214711046102
285,0.9430086199267432
286,0.4580478079031236
287,0.4851556229783189
288,0.4443153775443523
289,0.4997003508880372
290,0.4525264644200583
291,0.4915370849656332
292,0.5115569259038006
293,0.4337621552307737
294,0.3896835190413759
295,0.5619199173783874
296,0.5096115377536186
297,0.4380956094065426
298,0.4779534288277578
299,0.469119277913678
300,0.5492927687119055
301,0.4033695109504758
302,0.521614958694125
303,0.4293744008871588
304,0.9495939395388
305,0.4668827572041735
306,0.4827776973766268
307,0.4325392789935127
308,0.4663530680782333
309,0.4512004069759304
310,0.4474114612920896
