eval,fidelities_cost
0,0.0078235313146191
1,0.0032237779527692
2,0.0052082683341027
3,0.0870544963140276
4,0.2299270792689736
5,0.4912927064380342
6,0.5510119473270016
7,0.7617631265650646
8,0.8349028107616083
9,0.8308590771559448
10,0.8300120692762178
11,0.6374896110895402
12,0.8266735085478922
13,0.6962629190571917
14,0.8579080455738396
15,0.8341546279575007
16,0.877227831405464
17,0.8613918265152772
18,0.8365720262168703
19,0.8341652134406298
20,0.8341546289687995
21,0.8341546279575007
22,0.0378198152316438
23,0.8449119966669779
24,0.8394794553683129
25,0.850256825325011
26,0.839603095586918
27,0.8394795089699477
28,0.8394794553683166
29,0.8394794553683129
