exp_id,job_id,run_mode,backend,archt,rhs,qubits,layers,parameters,shots,depth,cnots,operator,innerp,cost,samples,batches,step_size,rotations,entangler,mixer,driver,driver_per,initial_qaoa,sabre,mapomatic,DD,relative,mem,mean,std,p=0,p=1,p=5,p=10,p=25,p=50,p=75,p=90,p=95,p=99,p=100
818ba39c-fed2-467c-ae0f-662fe5bf7108,['e7475e75-256e-442e-8110-686951a38e0b'],process_results,aer_simulator,linear_alternating,hn,5,3,29,1000,"[13, 20, 173]","[0, 1, 58]",Sato21,HTest,Sato21_Innerp,50,50,1.0,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,0.0024765977557778744,0.005768672934355103,4.598697661769021e-06,7.381672924365709e-06,2.4513342541993865e-05,3.185992368370091e-05,0.0001440782687972489,0.0009455672538841206,0.0024628755972958675,0.006436431581504918,0.0073432906919351565,0.02468938977227598,0.039788099568946064
79fd5a14-5734-4435-86cc-bf3cdcedde94,['738dcd5d-b173-4c98-9665-d628e1fbd9d9'],process_results,aer_simulator,linear_alternating,hn,5,3,29,1000,"[13, 20, 173]","[0, 1, 58]",Sato21,HTest,Sato21_Nonnorm,50,50,1.0,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,1.0864490221117622,1.4088315268425664,0.00013442151966760546,0.0003445958633501229,0.002586752968949283,0.013048206580286038,0.06975063945866689,0.5082215068556688,1.3321125041063553,3.3494752705484805,4.437139579749334,4.9765490747092676,5.029879202763567
818ba39c-fed2-467c-ae0f-662fe5bf7108,['e7475e75-256e-442e-8110-686951a38e0b'],process_results,aer_simulator,linear_alternating,hn,5,3,29,1000,"[13, 20, 173]","[0, 1, 58]",Sato21,HTest,Sato21_Innerp,50,50,1.0,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,0.0024765977557778744,0.005768672934355103,4.598697661769021e-06,7.381672924365709e-06,2.4513342541993865e-05,3.185992368370091e-05,0.0001440782687972489,0.0009455672538841206,0.0024628755972958675,0.006436431581504918,0.0073432906919351565,0.02468938977227598,0.039788099568946064
79fd5a14-5734-4435-86cc-bf3cdcedde94,['738dcd5d-b173-4c98-9665-d628e1fbd9d9'],process_results,aer_simulator,linear_alternating,hn,5,3,29,1000,"[13, 20, 173]","[0, 1, 58]",Sato21,HTest,Sato21_Nonnorm,50,50,1.0,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,1.0864490221117622,1.4088315268425664,0.00013442151966760546,0.0003445958633501229,0.002586752968949283,0.013048206580286038,0.06975063945866689,0.5082215068556688,1.3321125041063553,3.3494752705484805,4.437139579749334,4.9765490747092676,5.029879202763567
818ba39c-fed2-467c-ae0f-662fe5bf7108,['e7475e75-256e-442e-8110-686951a38e0b'],process_results,aer_simulator,linear_alternating,hn,5,3,29,1000,"[13, 20, 173]","[0, 1, 58]",Sato21,HTest,Sato21_Innerp,50,50,1.0,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,0.0024765977557778744,0.005768672934355103,4.598697661769021e-06,7.381672924365709e-06,2.4513342541993865e-05,3.185992368370091e-05,0.0001440782687972489,0.0009455672538841206,0.0024628755972958675,0.006436431581504918,0.0073432906919351565,0.02468938977227598,0.039788099568946064
79fd5a14-5734-4435-86cc-bf3cdcedde94,['738dcd5d-b173-4c98-9665-d628e1fbd9d9'],process_results,aer_simulator,linear_alternating,hn,5,3,29,1000,"[13, 20, 173]","[0, 1, 58]",Sato21,HTest,Sato21_Nonnorm,50,50,1.0,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,1.0864490221117622,1.4088315268425664,0.00013442151966760546,0.0003445958633501229,0.002586752968949283,0.013048206580286038,0.06975063945866689,0.5082215068556688,1.3321125041063553,3.3494752705484805,4.437139579749334,4.9765490747092676,5.029879202763567
818ba39c-fed2-467c-ae0f-662fe5bf7108,['e7475e75-256e-442e-8110-686951a38e0b'],process_results,aer_simulator,linear_alternating,hn,5,3,29,1000,"[13, 20, 173]","[0, 1, 58]",Sato21,HTest,Sato21_Innerp,50,50,1.0,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,0.0024765977557778744,0.005768672934355103,4.598697661769021e-06,7.381672924365709e-06,2.4513342541993865e-05,3.185992368370091e-05,0.0001440782687972489,0.0009455672538841206,0.0024628755972958675,0.006436431581504918,0.0073432906919351565,0.02468938977227598,0.039788099568946064
79fd5a14-5734-4435-86cc-bf3cdcedde94,['738dcd5d-b173-4c98-9665-d628e1fbd9d9'],process_results,aer_simulator,linear_alternating,hn,5,3,29,1000,"[13, 20, 173]","[0, 1, 58]",Sato21,HTest,Sato21_Nonnorm,50,50,1.0,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,1.0864490221117622,1.4088315268425664,0.00013442151966760546,0.0003445958633501229,0.002586752968949283,0.013048206580286038,0.06975063945866689,0.5082215068556688,1.3321125041063553,3.3494752705484805,4.437139579749334,4.9765490747092676,5.029879202763567
818ba39c-fed2-467c-ae0f-662fe5bf7108,['e7475e75-256e-442e-8110-686951a38e0b'],process_results,aer_simulator,linear_alternating,hn,5,3,29,1000,"[13, 20, 173]","[0, 1, 58]",Sato21,HTest,Sato21_Innerp,50,50,1.0,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,0.0024765977557778744,0.005768672934355103,4.598697661769021e-06,7.381672924365709e-06,2.4513342541993865e-05,3.185992368370091e-05,0.0001440782687972489,0.0009455672538841206,0.0024628755972958675,0.006436431581504918,0.0073432906919351565,0.02468938977227598,0.039788099568946064
79fd5a14-5734-4435-86cc-bf3cdcedde94,['738dcd5d-b173-4c98-9665-d628e1fbd9d9'],process_results,aer_simulator,linear_alternating,hn,5,3,29,1000,"[13, 20, 173]","[0, 1, 58]",Sato21,HTest,Sato21_Nonnorm,50,50,1.0,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,1.0864490221117622,1.4088315268425664,0.00013442151966760546,0.0003445958633501229,0.002586752968949283,0.013048206580286038,0.06975063945866689,0.5082215068556688,1.3321125041063553,3.3494752705484805,4.437139579749334,4.9765490747092676,5.029879202763567
818ba39c-fed2-467c-ae0f-662fe5bf7108,['e7475e75-256e-442e-8110-686951a38e0b'],run_var_benchmark,aer_simulator,linear_alternating,hn,5,3,29,1000,"[13, 20, 173]","[0, 1, 58]",Sato21,HTest,Sato21_Innerp,50,50,1.0,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,0.013151957739623748,0.026242014553488537,2.4676045190177088e-08,2.135795192895048e-05,0.00015343624989885173,0.00041956411566820156,0.0015402602203041476,0.005607297448368754,0.015225698781634966,0.026203562296943185,0.045694911974332716,0.12486499098256272,0.4665338674445262
79fd5a14-5734-4435-86cc-bf3cdcedde94,['738dcd5d-b173-4c98-9665-d628e1fbd9d9'],run_var_benchmark,aer_simulator,linear_alternating,hn,5,3,29,1000,"[13, 20, 173]","[0, 1, 58]",Sato21,HTest,Sato21_Nonnorm,50,50,1.0,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,22.162249339241203,25.29605664339462,0.0002190967720934719,0.09026622050101232,0.7079098831265901,1.3995978175981156,4.580442921928409,13.640581400426317,29.88991790315817,56.08345664538049,77.34769203849649,122.13213634733006,174.71262057602019
818ba39c-fed2-467c-ae0f-662fe5bf7108,['e7475e75-256e-442e-8110-686951a38e0b'],run_var_benchmark,aer_simulator,linear_alternating,hn,5,3,29,1000,"[13, 20, 173]","[0, 1, 58]",Sato21,HTest,Sato21_Innerp,50,50,0.1,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,0.008442952867476062,0.014641197829896075,4.5140756412206967e-07,1.377026161778313e-05,9.725479592308556e-05,0.00023183915673109163,0.0009048404893248407,0.0033105740291704557,0.010365663235982932,0.020417768153622097,0.026639834226201836,0.07580138678307242,0.21197650081256725
79fd5a14-5734-4435-86cc-bf3cdcedde94,['738dcd5d-b173-4c98-9665-d628e1fbd9d9'],run_var_benchmark,aer_simulator,linear_alternating,hn,5,3,29,1000,"[13, 20, 173]","[0, 1, 58]",Sato21,HTest,Sato21_Nonnorm,50,50,0.1,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,2.9528272581582304,3.9208682189690665,0.00016722408643157164,0.008863901424918164,0.05025228082713299,0.12021437074634868,0.4487439845673855,1.3921286123167294,3.938074027208282,7.947571493460292,10.77080674915687,18.900905560105738,37.804047911614106
377e4fa3-1544-4fab-ac73-cf52f9ece2a5,['c1a60e3f-089d-4761-91de-060d7fa55676'],process_results,aer_simulator,linear_alternating,hn,5,3,29,10,"[13, 20, 173]","[0, 1, 58]",Sato21,HTest,Sato21_Innerp,50,50,0.1,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,0.0407727274872848,0.07840039944627458,3.585742884500993e-05,5.526608369741432e-05,0.0004110576438007289,0.001139000443631819,0.00599665590834768,0.013999511375364686,0.044965119728717924,0.07548407449578615,0.10011444696778964,0.38140371700924247,0.5039114798601764
a9c28a57-b71a-43f8-b25c-cc750191c5ca,['c723aad1-9f92-47c0-beb4-a35bf758fbf9'],process_results,aer_simulator,linear_alternating,hn,5,3,29,10,"[13, 17, 18, 19, 20, 173]","[0, 2, 3, 4, 5, 58]",SatoLiu21,HTest,Sato21_Innerp,50,50,0.1,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,0.04448573820950671,0.05218719573078391,3.955372219071628e-05,4.0341069741935296e-05,0.00022694673374400203,0.0006257160225277996,0.006238478611645035,0.02121165204345658,0.06262987552777614,0.13900873697795596,0.1457533555590006,0.19464616523606817,0.21389563730725114
60d3988c-7f44-409c-b6e6-c0147c039e4a,['38988179-0cb2-43f0-b24a-6b56bb9d5314'],process_results,aer_simulator,linear_alternating,hn,5,3,29,10,"[13, 20, 173]","[0, 1, 58]",Sato21,HTest,Sato21_Nonnorm,50,50,0.1,['ry'],cz,rx,rzz,ryy,hadamards,True,False,False,False,False,10.224944632425874,14.79041639563585,0.00032228233823930605,0.02712247616334997,0.06585883043521731,0.1279904947164985,0.7152900481656982,3.5490643652698424,14.208233188171945,26.694040497081676,39.27249502337543,60.63318249500911,77.61301861154433
