Iteration,custom_tag,backend,cost_approx,cost_exact,cosine_sim,acc_cost_approx,acc_cost_exact,fidelities,fidelities_cost,fidelities_grad,archt,rhs,qubits,layers,parameters,seed_init,exact,shots,depth,cnots,operator,innerp,cost,optimizer,rotations,entangler,mixer,driver,driver_per,initial_qaoa,sabre,mapomatic,DD
0,full_vqa_aer_powell_1,simulator,5.710188188828116,5.931266749042942,,5.710188188828116,5.931266749042942,0.006295018949043717,0.006295018949043717,,linear_alternating,hnx,5.0,3.0,29.0,12.0,False,100.0,13.0,0.0,SatoLiu21,HTest,Sato21_Nonnorm,POWELL,ry,cz,rx,rzz,ryy,hadamards,True,False,False
1,,,5.9210736987365795,5.931266749042942,,-0.02784047759773905,-0.003531575411797563,0.014761416788088188,0.006295018949043717,,,,,,,,,,17.0,2.0,,,,,,,,,,,,,
2,,,7.291401601132647,7.476440590633317,,-0.4665771015484928,-0.3223703016936383,0.4875841819138566,0.017950814821243322,,,,,,,,,,18.0,3.0,,,,,,,,,,,,,
3,,,7.3801370227783085,6.705506954743512,,-0.5866732426464647,-0.5259350165748576,0.5478688789372718,0.0017949107866622148,,,,,,,,,,19.0,4.0,,,,,,,,,,,,,
4,,,6.417322039433096,5.931266749042942,,,,,0.006295018949043717,,,,,,,,,,20.0,5.0,,,,,,,,,,,,,
5,,,6.086489812302085,5.728212736194696,,,,,0.0012083500210695703,,,,,,,,,,174.0,59.0,,,,,,,,,,,,,
6,,,5.58497890550719,5.940520610647333,,,,,2.7838067231015673e-05,,,,,,,,,,,,,,,,,,,,,,,,
7,,,6.549997259892653,6.182714956074513,,,,,0.0001719134938872816,,,,,,,,,,,,,,,,,,,,,,,,
8,,,5.289946766540255,5.831106468620203,,,,,0.0002762248938936944,,,,,,,,,,,,,,,,,,,,,,,,
9,,,6.67740991425383,5.836586212949067,,,,,0.00025465094055922836,,,,,,,,,,,,,,,,,,,,,,,,
10,,,6.10142168657934,5.825745249138096,,,,,0.000298665464300627,,,,,,,,,,,,,,,,,,,,,,,,
11,,,4.936716727993359,5.831106468620203,,,,,0.0002762248938936944,,,,,,,,,,,,,,,,,,,,,,,,
12,,,6.6587450714072585,6.292312815777111,,,,,0.04827723671588509,,,,,,,,,,,,,,,,,,,,,,,,
13,,,4.985245319394442,5.7820726578995565,,,,,0.08889026052613935,,,,,,,,,,,,,,,,,,,,,,,,
14,,,6.152827422531861,5.831106468620203,,,,,0.0002762248938936944,,,,,,,,,,,,,,,,,,,,,,,,
15,,,5.430761697649626,5.768529765682716,,,,,0.013063190703659586,,,,,,,,,,,,,,,,,,,,,,,,
16,,,6.057481887765449,5.775319668911047,,,,,0.03630928038607596,,,,,,,,,,,,,,,,,,,,,,,,
17,,,5.959077157940907,5.770671276028701,,,,,0.008705766935857914,,,,,,,,,,,,,,,,,,,,,,,,
18,,,6.356246995301698,5.768845552289814,,,,,0.020028427192200077,,,,,,,,,,,,,,,,,,,,,,,,
19,,,6.131959208645041,5.7682787676086935,,,,,0.015565262784107624,,,,,,,,,,,,,,,,,,,,,,,,
20,,,6.471786970443745,5.7690730912452635,,,,,0.011301505204422644,,,,,,,,,,,,,,,,,,,,,,,,
21,,,6.443452819418296,5.768374160024051,,,,,0.013995192102179355,,,,,,,,,,,,,,,,,,,,,,,,
22,,,5.939738541583148,5.7686995594849355,,,,,0.012376314318243748,,,,,,,,,,,,,,,,,,,,,,,,
23,,,4.879374652431273,5.768461310098713,,,,,0.013415693530596481,,,,,,,,,,,,,,,,,,,,,,,,
24,,,5.377152590656854,5.768461310098713,,,,,0.013415693530596481,,,,,,,,,,,,,,,,,,,,,,,,
25,,,6.1163535608565995,7.191077366651051,,,,,1.3901611998798135e-05,,,,,,,,,,,,,,,,,,,,,,,,
26,,,4.199045355322679,4.492767211226159,,,,,0.05186333929406628,,,,,,,,,,,,,,,,,,,,,,,,
27,,,7.98819237004756,7.437126328340626,,,,,0.0004747403403992475,,,,,,,,,,,,,,,,,,,,,,,,
28,,,5.884599837061313,4.492767211226159,,,,,0.05186333929406628,,,,,,,,,,,,,,,,,,,,,,,,
29,,,6.3263832467471826,7.0489048428298355,,,,,0.0501803194895054,,,,,,,,,,,,,,,,,,,,,,,,
30,,,4.196841984282428,4.489936164718723,,,,,0.04970743469389149,,,,,,,,,,,,,,,,,,,,,,,,
31,,,7.421873450551952,6.773824620027702,,,,,0.009474302255843064,,,,,,,,,,,,,,,,,,,,,,,,
32,,,3.664793555421833,4.511732346148298,,,,,0.047192379977604566,,,,,,,,,,,,,,,,,,,,,,,,
33,,,7.477685928584973,7.2500928522215204,,,,,0.046484638233775535,,,,,,,,,,,,,,,,,,,,,,,,
34,,,7.051508166687548,6.449833238782376,,,,,0.004381741848198557,,,,,,,,,,,,,,,,,,,,,,,,
35,,,4.959114539409244,4.951821898352567,,,,,0.03053805657173177,,,,,,,,,,,,,,,,,,,,,,,,
36,,,4.582812915935275,4.58675385009162,,,,,0.04284399143396295,,,,,,,,,,,,,,,,,,,,,,,,
37,,,3.864480159622353,4.511732346148298,,,,,0.047192379977604566,,,,,,,,,,,,,,,,,,,,,,,,
38,,,4.565677670617768,4.927524725923013,,,,,0.01524501931639219,,,,,,,,,,,,,,,,,,,,,,,,
39,,,5.640973434046902,6.065218862680192,,,,,0.06316513296391268,,,,,,,,,,,,,,,,,,,,,,,,
40,,,3.9576223233485157,4.511732346148298,,,,,0.047192379977604566,,,,,,,,,,,,,,,,,,,,,,,,
41,,,4.592482224114154,4.870942544034574,,,,,0.06227997595035065,,,,,,,,,,,,,,,,,,,,,,,,
42,,,4.337656915391799,4.52340651530301,,,,,0.03485371579439,,,,,,,,,,,,,,,,,,,,,,,,
43,,,4.3242546386436045,4.525531805442411,,,,,0.048845550634684,,,,,,,,,,,,,,,,,,,,,,,,
44,,,3.681928800739339,4.493577012521893,,,,,0.04208336723379167,,,,,,,,,,,,,,,,,,,,,,,,
45,,,4.480001444030232,4.497588375335976,,,,,0.039352369654430334,,,,,,,,,,,,,,,,,,,,,,,,
46,,,4.934513356953108,4.495133841509072,,,,,0.043499209205639065,,,,,,,,,,,,,,,,,,,,,,,,
47,,,4.679688048230752,4.494031112189998,,,,,0.04104636710117239,,,,,,,,,,,,,,,,,,,,,,,,
48,,,5.246006967726363,4.493873178936215,,,,,0.04262631677608144,,,,,,,,,,,,,,,,,,,,,,,,
49,,,4.548542425300261,4.493593287309027,,,,,0.04168825924993651,,,,,,,,,,,,,,,,,,,,,,,,
50,,,5.26314221304387,4.493646547863373,,,,,0.042291055047784645,,,,,,,,,,,,,,,,,,,,,,,,
