Iteration,custom_tag,backend,cost_approx,cost_exact,cosine_sim,acc_cost_approx,acc_cost_exact,fidelities,fidelities_cost,fidelities_grad,archt,rhs,qubits,layers,parameters,seed_init,exact,shots,depth,cnots,operator,innerp,cost,optimizer,rotations,entangler,mixer,driver,driver_per,initial_qaoa,sabre,mapomatic,DD
0,full_vqa_aer_nft_hyper_2,simulator,31.9848939148441,32.003695284758976,,31.9848939148441,32.003695284758976,0.004769985867494228,0.004769985867494228,,linear_alternating,hnx,5.0,3.0,29.0,8.0,False,100000.0,13.0,0.0,SatoLiu21,HTest,Sato21_Nonnorm,NFT,ry,cz,rx,rzz,ryy,hadamards,True,False,False
1,,,19.469603727212625,19.36986845908781,,6.172453546081892,18.58715816184876,0.001791934825705745,0.0010939404107218212,,,,,,,,,,17.0,2.0,,,,,,,,,,,,,
2,,,55.6612167115924,55.66173025688013,,3.444459740358797,8.571503263993327,0.0030947223831208947,0.004172902751490878,,,,,,,,,,18.0,3.0,,,,,,,,,,,,,
3,,,10.373952263427977,10.466441865404,,1.5221307552490075,6.975412595500546,0.0022648252335459094,0.0031671410905174616,,,,,,,,,,19.0,4.0,,,,,,,,,,,,,
4,,,42.804830792050666,42.79761823706727,,-1.7026924397336893,6.521411845271754,0.0013264211299578814,1.287425294512654e-05,,,,,,,,,,20.0,5.0,,,,,,,,,,,,,
5,,,10.293144305445102,10.313737902152566,,-1.791070343862008,6.329999609472944,0.01421415167577551,0.0007496937572637875,,,,,,,,,,174.0,59.0,,,,,,,,,,,,,
6,,,20.102162691210236,20.16875041464058,,-2.2995392879821677,6.32877891731488,0.014242725611291605,0.0026309193544379306,,,,,,,,,,,,,,,,,,,,,,,,
7,,,19.97418814148773,20.03758108739903,,-3.2997886389413473,6.201185904958592,0.014241309580985632,0.007181073015032201,,,,,,,,,,,,,,,,,,,,,,,,
8,,,13.87318326533249,13.76420043200861,,-3.459218549018296,6.19785357519553,0.014586441920291043,0.000304102468561576,,,,,,,,,,,,,,,,,,,,,,,,
9,,,7.249016884222805,7.267770785462741,,-3.479749137277278,6.144198653580155,0.0110147005778873,0.028597552763095672,,,,,,,,,,,,,,,,,,,,,,,,
