Iteration,custom_tag,backend,cost_approx,cost_exact,cosine_sim,acc_cost_approx,acc_cost_exact,fidelities,fidelities_cost,fidelities_grad,archt,rhs,qubits,layers,parameters,seed_init,exact,shots,depth,cnots,operator,innerp,cost,optimizer,rotations,entangler,mixer,driver,driver_per,initial_qaoa,sabre,mapomatic,mem,DD
0,ehningen_14nov22,ibmq_ehningen,101.78706302644301,103.70540904009341,,101.78706302644301,103.70540904009341,0.002350346819086985,0.002350346819086985,,linear_alternating,hnx,5.0,3.0,29.0,0.0,False,10000.0,44.0,12.0,SatoLiu21,HTest,Sato21_Nonnorm,NFT,ry,cz,rx,rzz,ryy,hadamards,True,True,True,False
1,,,85.52381401636407,86.71281320650698,,7.413573336011144,52.27994575214802,0.00012914753069258423,0.0009734874155946044,,,,,,,,,,45.0,14.0,,,,,,,,,,,,,,
2,,,71.53903271565552,70.98491970104199,,4.053124644459194,52.31723446642459,0.00025466370763477296,0.0013958327269826452,,,,,,,,,,52.0,16.0,,,,,,,,,,,,,,
3,,,68.41954251583815,67.18293062556322,,2.133181567776598,12.693388896357172,0.01927749986142752,0.008311244644388772,,,,,,,,,,61.0,18.0,,,,,,,,,,,,,,
4,,,70.83345718484814,67.4318412349847,,1.2633145858560846,12.44316609324948,0.022200570050463383,0.005639179014248393,,,,,,,,,,68.0,20.0,,,,,,,,,,,,,,
5,,,36.47098208999567,35.82233082034606,,1.2633145858560846,11.463358577669215,0.042705834882091925,0.012069988796679162,,,,,,,,,,704.0,222.0,,,,,,,,,,,,,,
6,,,34.09524097466878,30.92343834308689,,,9.640206685025149,0.040711272867356596,0.007620454973258954,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,21.788273184630224,17.09193867434142,,,8.70843084511718,0.0406208710004973,4.905488157603877e-05,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,20.22940947492348,13.358089221526058,,,8.704053730110571,0.04060508943554874,0.03585355578016758,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,16.775699744029456,11.128524989882854,,,8.608384490717476,0.02380885199416388,0.0744691221722622,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,18.29272061733148,16.686410560767214,,,8.004635469881029,0.025519547477627025,0.0038656723341148756,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,49.45670277232053,47.506202488714386,,,7.444007815295669,0.04676209785554955,0.017281929133384416,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,76.2319750112026,74.82898633889019,,,5.143828616204071,0.1073913250656429,0.025854066779558683,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,35.94127478684268,28.22216734975776,,,4.711294235058965,0.11215871921844282,0.02110217187698193,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,42.92424380007036,45.504933670115605,,,4.448654430921576,0.11269591178966555,0.019622545028454823,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,35.47728542551839,27.84070121073599,,,4.606912319081145,0.11047379243356621,0.009658909464710378,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,35.531226284694576,34.61298356247958,,,4.510232184007776,0.117386862459964,0.03487542033747257,,,,,,,,,,,,,,,,,,,,,,,,,
