Iteration,custom_tag,backend,cost_approx,cost_exact,cosine_sim,acc_cost_approx,acc_cost_exact,fidelities,fidelities_cost,fidelities_grad,archt,rhs,qubits,layers,parameters,seed_init,exact,shots,depth,cnots,operator,innerp,cost,optimizer,rotations,entangler,mixer,driver,driver_per,initial_qaoa,sabre,mapomatic,mem,DD
0,ehningen_14nov22,ibmq_ehningen,-4.2056673068499805e-05,-1.7874797964278745e-05,,-4.2056673068499805e-05,-1.7874797964278745e-05,0.002350346819086985,0.002350346819086985,,linear_alternating,hnx,5.0,3.0,29.0,0.0,False,10000.0,44.0,12.0,SatoLiu21,HTest,Sato21_Innerp,NFT,ry,cz,rx,rzz,ryy,hadamards,True,False,False,False
1,,,-5.900144210157128e-05,-0.0001229522555555463,,-2.827604488822131e-05,-0.00027300801785603646,0.0004268486557628986,0.0009734874155946044,,,,,,,,,,45.0,14.0,,,,,,,,,,,,,,
2,,,-3.7357562371366836e-05,-0.0003817789547645015,,-2.3855673177272215e-07,-0.00027265684075033125,0.0004664147342808221,0.0013958327269826452,,,,,,,,,,52.0,16.0,,,,,,,,,,,,,,
3,,,-1.7666730364991386e-05,-0.00011843513521313019,,-5.583126550868084e-06,-0.003933864781520199,0.006763680096922259,0.0040078266338382,,,,,,,,,,61.0,18.0,,,,,,,,,,,,,,
4,,,-1.5260175613131922e-05,-0.0001556320237936365,,-1.9027484143762544e-06,-0.005046003597291538,0.01354434145244031,0.0011620802994252483,,,,,,,,,,68.0,20.0,,,,,,,,,,,,,,
5,,,-8.068751492003154e-06,-0.007113811167546151,,-1.9027484143762544e-06,-0.001424558890918978,0.006082591869476454,0.002455459836000113,,,,,,,,,,668.0,222.0,,,,,,,,,,,,,,
6,,,-0.00012361142857142773,-0.0033756568760653196,,,-0.0030938293614983904,0.010617400659101139,0.0064151855987155445,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,-1.686162925492679e-05,-0.000405746922398821,,,-0.0030107649617518817,0.029477699500153068,0.000672784489938376,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,-0.00011046020192533553,-0.004545094889077327,,,-0.0018422674136961057,0.03023236014780455,0.020233716802595572,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,-7.835410026079679e-06,-0.018835437769294833,,,-0.010330473411994513,0.05662997153315358,0.0350878372794662,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,-9.78395880885408e-05,-0.0013100861292786603,,,-0.011141153868542378,0.060555535317155094,0.0005167018945883305,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,-2.2726382450871705e-05,-8.194047418597238e-05,,,-0.01113739598432119,0.061341440723102304,3.8893509021049096e-08,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,-0.00015877007801743835,-0.0028270609248366523,,,-0.010029114214308466,0.05928411588252917,0.012121718762128647,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,-3.963036117381447e-05,-0.0008888520020330179,,,-0.07650713673493664,0.15346367145879336,0.005194499613042374,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,-0.00017786044823518812,-0.0017565273560405123,,,-0.07636741224434102,0.15271868045513895,0.047434459081606976,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,-0.00011780531550627616,-0.0006622557307031422,,,-0.07509529349593398,0.15070701044268817,0.020043999671082363,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,-5.8356705100238276e-05,-0.010635691277903033,,,-0.07632116321481529,0.17516691635905682,0.010247613293242424,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,-8.909441233140731e-05,-0.0019384530752545588,,,-0.04539830522768123,0.11701806129204224,3.8447030598010345e-05,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,-0.0003966854724964746,-0.009596550533372026,,,-0.04623492693470686,0.11787311213466442,0.05745378119040498,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,-5.350283266546882e-05,-0.037969564915960145,,,-0.046225203345701106,0.12182247981853456,0.14543375907500192,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,-1.3626126126125875e-05,-5.7916931820948614e-05,,,-0.04285994833639927,0.11506467575887189,0.002008530986029851,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,-2.698600101197509e-05,-0.00617486675298003,,,-0.0562047905579162,0.13642513256718045,0.0013829899348027622,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,-3.913083680074053e-05,-0.004616833761776772,,,-0.04793567690541227,0.12904647343303416,0.09661005843030634,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,-1.282367447595525e-05,-0.03960760904969922,,,-0.05275562675170086,0.13476027157373577,0.06825394034270296,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,-6.123043319985496e-05,-0.0009312732184766734,,,-0.05386717799071659,0.13248560557567185,0.007922176786928019,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,-0.0005800883179446016,-0.09488405891974873,,,-0.06510503454164907,0.15366383926281607,0.16656811613442707,,,,,,,,,,,,,,,,,,,,,,,,,
