Iteration,custom_tag,backend,cost_approx,cost_exact,cosine_sim,acc_cost_approx,acc_cost_exact,fidelities,fidelities_cost,fidelities_grad,archt,rhs,qubits,layers,parameters,seed_init,exact,shots,depth,cnots,operator,innerp,cost,optimizer,rotations,entangler,mixer,driver,driver_per,initial_qaoa,sabre,mapomatic,DD
0,full_vqa_exact_bfgs_1,simulator,0.9998876473868967,0.9998876473868967,1.0000000000000002,0.9998876473868967,0.9998876473868967,0.01682471941481117,0.01682471941481117,0.01682471941481117,linear_alternating,hnx,3.0,0.0,3.0,12.0,True,1000.0,,,exact,Statevec,BravoPrieto20_Global,L_BFGS_B,ry,cz,rx,rzz,ryy,hadamards,True,False,False
1,,,0.9830704020464857,0.9830704020464857,1.0,0.9146653717034047,0.9146653717034047,0.0015291542381796381,0.03618425297257869,0.03618425297257869,,,,,,,,,,,,,,,,,,,,,,,
2,,,0.9776695093309026,0.9776695093309026,1.0,0.914524774094317,0.914524774094317,0.001114928582473443,0.010345351048029522,0.010345351048029522,,,,,,,,,,,,,,,,,,,,,,,
3,,,0.9445260357153983,0.9445260357153983,1.0000000000000002,0.8512420959609418,0.8512420959609418,0.33601607164201064,0.027576836064469878,0.027576836064469878,,,,,,,,,,,,,,,,,,,,,,,
4,,,0.915507193315905,0.915507193315905,1.0000000000000002,0.846215337357897,0.846215337357897,0.44974335787380165,0.0038228509549724427,0.0038228509549724427,,,,,,,,,,,,,,,,,,,,,,,
5,,,0.9146653717034047,0.9146653717034047,0.9999999999999998,0.8225198795567324,0.8225198795567324,0.25317971799575667,0.0015291542381796381,0.0015291542381796381,,,,,,,,,,,,,,,,,,,,,,,
6,,,0.9941880987599663,0.9941880987599663,0.9999999999999999,0.5531382050909303,0.5531382050909303,0.9219014484709381,0.05039478703097205,0.05039478703097205,,,,,,,,,,,,,,,,,,,,,,,
7,,,0.914524774094317,0.914524774094317,1.0,0.5513089210640542,0.5513089210640542,0.9211144462645199,0.001114928582473443,0.001114928582473443,,,,,,,,,,,,,,,,,,,,,,,
8,,,0.8627245935973549,0.8627245935973549,1.0000000000000002,0.5500481057687218,0.5500481057687218,0.923426668141938,0.19139109871725996,0.19139109871725996,,,,,,,,,,,,,,,,,,,,,,,
9,,,0.9945629559820879,0.9945629559820879,1.0000000000000002,0.5500286902364494,0.5500286902364494,0.9235404422296127,0.02957769238109774,0.02957769238109774,,,,,,,,,,,,,,,,,,,,,,,
10,,,0.8637820355191187,0.8637820355191187,1.0,0.5500163671110185,0.5500163671110185,0.923680326169882,0.473733943677382,0.473733943677382,,,,,,,,,,,,,,,,,,,,,,,
11,,,0.8512420959609418,0.8512420959609418,1.0000000000000002,0.5500036542829431,0.5500036542829431,0.9238146107254717,0.33601607164201064,0.33601607164201064,,,,,,,,,,,,,,,,,,,,,,,
12,,,0.999994222676922,0.999994222676922,0.9999999999999998,0.5500000019695792,0.5500000019695792,0.92383106977403,0.035683711653695424,0.035683711653695424,,,,,,,,,,,,,,,,,,,,,,,
13,,,0.9616730758126469,0.9616730758126469,0.9999999999999999,0.5500000019695792,0.550000000012239,0.9238310708174394,0.34269743180139794,0.34269743180139794,,,,,,,,,,,,,,,,,,,,,,,
14,,,0.846215337357897,0.846215337357897,1.0,0.5500000019695792,0.550000000012239,0.9238310708174394,0.44974335787380165,0.44974335787380165,,,,,,,,,,,,,,,,,,,,,,,
15,,,0.7410549616292538,0.7410549616292538,1.0000000000000002,,,,0.7334773810265864,0.7334773810265864,,,,,,,,,,,,,,,,,,,,,,,
16,,,0.8225198795567324,0.8225198795567324,1.0,,,,0.25317971799575667,0.25317971799575667,,,,,,,,,,,,,,,,,,,,,,,
17,,,0.5737693921134659,0.5737693921134659,1.0000000000000002,,,,0.9023446144982323,0.9023446144982323,,,,,,,,,,,,,,,,,,,,,,,
18,,,0.998960306498827,0.998960306498827,1.0000000000000002,,,,0.017207791580371622,0.017207791580371622,,,,,,,,,,,,,,,,,,,,,,,
19,,,0.6300783696834042,0.6300783696834042,1.0000000000000002,,,,0.7707203050967184,0.7707203050967184,,,,,,,,,,,,,,,,,,,,,,,
20,,,0.5531382050909303,0.5531382050909303,0.9999999999999999,,,,0.9219014484709381,0.9219014484709381,,,,,,,,,,,,,,,,,,,,,,,
21,,,0.6246470603176892,0.6246470603176892,1.0000000000000002,,,,0.8671829893627099,0.8671829893627099,,,,,,,,,,,,,,,,,,,,,,,
22,,,0.5513089210640542,0.5513089210640542,1.0,,,,0.9211144462645199,0.9211144462645199,,,,,,,,,,,,,,,,,,,,,,,
23,,,0.557335138522438,0.557335138522438,0.9999999999999998,,,,0.9144859021791573,0.9144859021791573,,,,,,,,,,,,,,,,,,,,,,,
24,,,0.5500481057687218,0.5500481057687218,0.9999999999999999,,,,0.923426668141938,0.923426668141938,,,,,,,,,,,,,,,,,,,,,,,
25,,,0.5500286902364494,0.5500286902364494,1.0,,,,0.9235404422296127,0.9235404422296127,,,,,,,,,,,,,,,,,,,,,,,
26,,,0.5500163671110185,0.5500163671110185,1.0000000000000002,,,,0.923680326169882,0.923680326169882,,,,,,,,,,,,,,,,,,,,,,,
27,,,0.5500036542829431,0.5500036542829431,1.0,,,,0.9238146107254717,0.9238146107254717,,,,,,,,,,,,,,,,,,,,,,,
28,,,0.5500000019695792,0.5500000019695792,0.9999999999999999,,,,0.92383106977403,0.92383106977403,,,,,,,,,,,,,,,,,,,,,,,
29,,,0.550000000012239,0.550000000012239,1.0000000000000002,,,,0.9238310708174394,0.9238310708174394,,,,,,,,,,,,,,,,,,,,,,,
