Iteration,custom_tag,backend,cost_approx,cost_exact,cosine_sim,acc_cost_approx,acc_cost_exact,fidelities,fidelities_cost,fidelities_grad,archt,rhs,qubits,layers,parameters,seed_init,exact,shots,depth,cnots,operator,innerp,cost,optimizer,rotations,entangler,mixer,driver,driver_per,initial_qaoa,sabre,mapomatic,DD
0,full_vqa_aer_nft_hyper_2,simulator,-0.0009936523994453416,-0.0011326114516817393,,-0.0009936523994453416,-0.0011326114516817393,0.007823531314619192,0.007823531314619192,,linear_alternating,hnx,5.0,3.0,29.0,4.0,False,100000.0,13.0,0.0,SatoLiu21,HTest,Sato21_Innerp,NFT,ry,cz,rx,rzz,ryy,hadamards,True,False,False
1,,,-0.0001281546002572752,-0.00018460851132814883,,-0.08374458122531013,-0.0012560105499310789,0.007720723891254991,0.002372201584965328,,,,,,,,,,17.0,2.0,,,,,,,,,,,,,
2,,,-0.0011170985404326868,-0.0011936151032861028,,-0.3853609444603767,-0.0018358290365747343,0.011678021190973489,0.0058343576870068985,,,,,,,,,,18.0,3.0,,,,,,,,,,,,,
3,,,-9.899866109093597e-05,-0.00011025253017647378,,-1.0528895112794674,-0.002347330042746527,0.011616156505419839,0.0003115156563090182,,,,,,,,,,19.0,4.0,,,,,,,,,,,,,
4,,,-0.0018022705149483744,-0.0018232963602111004,,-2.2665849860355722,-0.004156672437010748,0.014563608613981772,0.011366505760769408,,,,,,,,,,20.0,5.0,,,,,,,,,,,,,
5,,,-0.00199975142837299,-0.002064491817297795,,-2.446765778035659,-0.009382228142952804,0.024456064685242876,0.00862279989444868,,,,,,,,,,174.0,59.0,,,,,,,,,,,,,
6,,,-0.00012796594461402685,-0.0001358084198719157,,-2.511908967717919,-0.06294793431987966,0.12540673662934457,0.003596137698727855,,,,,,,,,,,,,,,,,,,,,,,,
7,,,-2.0715909259727756e-06,-7.26472125332638e-06,,-2.6379003196902633,-0.06477772933852965,0.12430454699421087,0.0011544190562262353,,,,,,,,,,,,,,,,,,,,,,,,
8,,,-0.003964553665812704,-0.004120960491274659,,-2.775703343746379,-0.07493180063396135,0.16729902747292585,0.014029159984782167,,,,,,,,,,,,,,,,,,,,,,,,
9,,,-0.009229685944116654,-0.009370947905652826,,-2.7630740008041816,-0.08515856375376371,0.17747073388635126,0.02484541108747333,,,,,,,,,,,,,,,,,,,,,,,,
